Verse,Word Count
Psalms 121:2,12
Psalms 122:6,12
Psalms 122:7,12
Psalms 124:3,12
Psalms 124:4,12
Psalms 126:3,12
Psalms 127:4,12
Psalms 130:2,12
Psalms 130:4,12
Psalms 132:16,12
Psalms 133:1,12
Psalms 135:8,12
Psalms 135:14,12
Psalms 135:15,12
Psalms 136:2,12
Psalms 136:3,12
Psalms 136:11,12
Psalms 136:21,12
Psalms 136:22,12
Psalms 136:24,12
Psalms 136:26,12
Psalms 137:5,12
Psalms 139:23,12
Psalms 140:1,12
Psalms 144:4,12
Psalms 144:6,12
Psalms 145:2,12
Psalms 146:3,12
Psalms 147:4,12
Psalms 147:19,12
Psalms 148:3,12
Psalms 148:12,12
Psalms 149:8,12
Psalms 150:2,12
Proverbs 1:3,12
Proverbs 1:14,12
Proverbs 1:20,12
Proverbs 1:30,12
Proverbs 2:15,12
Proverbs 3:35,12
Proverbs 4:20,12
Proverbs 5:2,12
Proverbs 5:10,12
Proverbs 5:12,12
Proverbs 5:17,12
Proverbs 6:6,12
Proverbs 6:27,12
Proverbs 7:11,12
Proverbs 7:14,12
Proverbs 8:10,12
Proverbs 8:14,12
Proverbs 8:16,12
Proverbs 8:20,12
Proverbs 9:1,12
Proverbs 11:1,12
Proverbs 11:17,12
Proverbs 12:7,12
Proverbs 12:24,12
Proverbs 13:15,12
Proverbs 13:16,12
Proverbs 13:17,12
Proverbs 14:15,12
Proverbs 14:34,12
Proverbs 16:3,12
Proverbs 16:28,12
Proverbs 19:29,12
Proverbs 20:7,12
Proverbs 20:10,12
Proverbs 20:30,12
Proverbs 21:21,12
Proverbs 23:11,12
Proverbs 23:21,12
Proverbs 23:30,12
Proverbs 24:1,12
Proverbs 24:3,12
Proverbs 24:10,12
Proverbs 29:5,12
Proverbs 29:12,12
Proverbs 30:30,12
Proverbs 31:1,12
Proverbs 31:14,12
Proverbs 31:22,12
Ecclesiastes 1:1,12
The Song of Songs 2:11,12
The Song of Songs 4:7,12
Isaiah 1:16,12
Isaiah 3:2,12
Isaiah 9:8,12
Isaiah 22:20,12
Isaiah 24:12,12
Isaiah 28:8,12
Isaiah 30:4,12
Isaiah 32:8,12
Isaiah 32:12,12
Isaiah 35:3,12
Isaiah 38:2,12
Isaiah 40:30,12
Isaiah 41:3,12
Isaiah 41:21,12
Isaiah 43:11,12
Isaiah 43:21,12
Isaiah 44:10,12
Isaiah 46:8,12
Isaiah 49:17,12
Jeremiah 5:18,12
Jeremiah 5:30,12
Jeremiah 29:5,12
Jeremiah 46:3,12
Lamentations 3:16,12
Lamentations 3:21,12
Lamentations 3:29,12
Lamentations 3:50,12
Lamentations 3:52,12
Lamentations 3:53,12
Lamentations 3:55,12
Lamentations 3:61,12
Lamentations 5:2,12
Ezekiel 8:13,12
Ezekiel 10:13,12
Ezekiel 18:5,12
Ezekiel 27:23,12
Ezekiel 28:3,12
Ezekiel 40:30,12
Ezekiel 41:23,12
Ezekiel 42:17,12
Ezekiel 42:18,12
Ezekiel 43:1,12
Daniel 1:9,12
Daniel 1:21,12
Daniel 3:30,12
Daniel 5:25,12
Daniel 12:12,12
Hosea 13:9,12
Amos 1:12,12
Amos 6:9,12
Jonah 2:8,12
Micah 6:13,12
Micah 7:13,12
Nahum 2:6,12
Habakkuk 1:1,12
Habakkuk 1:7,12
Habakkuk 3:12,12
Zechariah 1:18,12
Zechariah 11:1,12
Matthew 4:14,12
Matthew 6:12,12
Matthew 6:17,12
Matthew 7:10,12
Matthew 8:5,12
Matthew 10:7,12
Matthew 10:31,12
Matthew 13:26,12
Matthew 13:58,12
Matthew 15:10,12
Matthew 15:38,12
Matthew 16:15,12
Matthew 17:11,12
Matthew 18:5,12
Matthew 19:15,12
Matthew 19:30,12
Matthew 21:22,12
Matthew 22:26,12
Matthew 22:40,12
Matthew 22:45,12
Matthew 23:2,12
Matthew 25:4,12
Matthew 25:11,12
Matthew 25:17,12
Matthew 25:39,12
Matthew 26:1,12
Matthew 26:66,12
Matthew 27:18,12
Matthew 27:35,12
Matthew 28:3,12
Mark 1:1,12
Mark 3:33,12
Mark 5:10,12
Mark 6:46,12
Mark 7:7,12
Mark 8:5,12
Mark 8:16,12
Mark 9:6,12
Mark 10:6,12
Mark 10:12,12
Mark 10:31,12
Mark 11:19,12
Mark 11:30,12
Mark 12:11,12
Mark 14:8,12
Mark 14:56,12
Mark 15:37,12
Mark 15:38,12
Luke 1:4,12
Luke 1:23,12
Luke 1:50,12
Luke 1:61,12
Luke 1:67,12
Luke 1:73,12
Luke 1:75,12
Luke 2:2,12
Luke 2:18,12
Luke 2:42,12
Luke 2:50,12
Luke 3:20,12
Luke 4:7,12
Luke 4:15,12
Luke 4:37,12
Luke 5:20,12
Luke 5:32,12
Luke 6:16,12
Luke 7:17,12
Luke 8:11,12
Luke 9:15,12
Luke 11:12,12
Luke 11:35,12
Luke 13:10,12
Luke 13:20,12
Luke 14:2,12
Luke 14:25,12
Luke 15:1,12
Luke 15:23,12
Luke 15:26,12
Luke 17:17,12
Luke 18:27,12
Luke 18:38,12
Luke 18:42,12
Luke 19:41,12
Luke 20:7,12
Luke 20:44,12
Luke 21:2,12
Luke 21:22,12
Luke 22:9,12
Luke 22:28,12
Luke 23:9,12
Luke 23:13,12
Luke 23:32,12
Luke 23:36,12
Luke 23:37,12
Luke 23:42,12
Luke 23:45,12
Luke 24:2,12
Luke 24:34,12
Luke 24:51,12
John 1:4,12
John 4:8,12
John 4:16,12
John 4:26,12
John 4:49,12
John 5:5,12
John 5:8,12
John 5:33,12
John 6:20,12
John 6:55,12
John 7:24,12
John 8:27,12
John 8:36,12
John 9:13,12
John 10:31,12
John 10:39,12
John 12:22,12
John 12:43,12
John 12:45,12
John 14:8,12
John 14:14,12
John 14:18,12
John 15:18,12
John 16:11,12
John 17:7,12
John 18:24,12
John 19:8,12
John 21:10,12
John 21:21,12
Acts 2:32,12
Acts 7:18,12
Acts 8:28,12
Acts 8:29,12
Acts 9:42,12
Acts 10:13,12
Acts 11:3,12
Acts 11:4,12
Acts 13:49,12
Acts 13:52,12
Acts 15:15,12
Acts 16:35,12
Acts 20:5,12
Acts 20:37,12
Acts 23:4,12
Acts 26:27,12
Acts 28:24,12
Romans 1:2,12
Romans 2:23,12
Romans 3:23,12
Romans 4:8,12
Romans 7:22,12
Romans 9:13,12
Romans 9:14,12
Romans 12:11,12
Romans 14:7,12
Romans 14:12,12
Romans 15:22,12
Romans 15:33,12
Romans 16:9,12
Romans 16:22,12
Romans 16:27,12
1 Corinthians 1:6,12
1 Corinthians 3:9,12
1 Corinthians 4:2,12
1 Corinthians 4:18,12
1 Corinthians 6:6,12
1 Corinthians 6:17,12
1 Corinthians 7:23,12
1 Corinthians 9:6,12
1 Corinthians 10:25,12
1 Corinthians 12:14,12
1 Corinthians 12:19,12
1 Corinthians 12:22,12
1 Corinthians 13:10,12
1 Corinthians 15:36,12
1 Corinthians 15:55,12
2 Corinthians 3:12,12
2 Corinthians 11:18,12
2 Corinthians 11:19,12
2 Corinthians 13:12,12
Galatians 3:7,12
Galatians 3:9,12
Galatians 3:26,12
Galatians 4:16,12
Galatians 4:28,12
Galatians 5:12,12
Galatians 5:19,12
Galatians 5:20,12
Ephesians 3:15,12
Ephesians 5:12,12
Philippians 2:21,12
Philippians 4:2,12
Philippians 4:20,12
Philippians 4:22,12
Colossians 2:9,12
Colossians 3:14,12
Colossians 3:21,12
Colossians 4:5,12
1 Thessalonians 2:6,12
1 Thessalonians 4:2,12
1 Thessalonians 4:5,12
1 Timothy 2:3,12
2 Timothy 1:11,12
2 Timothy 2:3,12
2 Timothy 2:13,12
2 Timothy 2:23,12
2 Timothy 3:1,12
Titus 2:1,12
Titus 2:11,12
Philemon 1:4,12
Philemon 1:12,12
Philemon 1:25,12
Hebrews 3:11,12
Hebrews 6:14,12
Hebrews 10:21,12
Hebrews 10:35,12
Hebrews 11:18,12
James 2:15,12
James 3:15,12
1 Peter 1:16,12
1 Peter 5:7,12
1 John 5:17,12
Revelation 8:6,12
Revelation 11:14,12
Genesis 2:1,13
Genesis 2:25,13
Genesis 4:13,13
Genesis 5:24,13
Genesis 8:14,13
Genesis 8:18,13
Genesis 9:9,13
Genesis 10:2,13
Genesis 10:11,13
Genesis 10:24,13
Genesis 12:14,13
Genesis 13:5,13
Genesis 15:11,13
Genesis 20:15,13
Genesis 21:34,13
Genesis 22:4,13
Genesis 24:28,13
Genesis 27:2,13
Genesis 27:24,13
Genesis 28:8,13
Genesis 29:1,13
Genesis 29:17,13
Genesis 29:22,13
Genesis 30:19,13
Genesis 30:24,13
Genesis 31:6,13
Genesis 31:45,13
Genesis 32:1,13
Genesis 32:24,13
Genesis 33:9,13
Genesis 34:4,13
Genesis 36:8,13
Genesis 36:25,13
Genesis 36:37,13
Genesis 39:16,13
Genesis 40:23,13
Genesis 41:29,13
Genesis 42:31,13
Genesis 44:11,13
Genesis 44:19,13
Genesis 45:2,13
Genesis 47:5,13
Genesis 49:12,13
Genesis 49:23,13
Genesis 50:1,13
Genesis 50:22,13
Exodus 10:20,13
Exodus 11:4,13
Exodus 12:26,13
Exodus 12:40,13
Exodus 12:50,13
Exodus 15:14,13
Exodus 16:2,13
Exodus 17:15,13
Exodus 18:2,13
Exodus 21:12,13
Exodus 21:15,13
Exodus 22:19,13
Exodus 23:3,13
Exodus 23:6,13
Exodus 23:14,13
Exodus 25:3,13
Exodus 25:6,13
Exodus 26:20,13
Exodus 28:5,13
Exodus 31:4,13
Exodus 35:9,13
Exodus 35:32,13
Exodus 36:23,13
Exodus 36:28,13
Exodus 37:23,13
Exodus 39:2,13
Leviticus 3:12,13
Leviticus 8:6,13
Leviticus 8:19,13
Leviticus 9:11,13
Leviticus 11:20,13
Leviticus 13:9,13
Leviticus 18:2,13
Leviticus 19:30,13
Leviticus 21:24,13
Leviticus 23:44,13
Leviticus 25:43,13
Leviticus 26:2,13
Leviticus 26:3,13
Leviticus 26:14,13
Numbers 1:21,13
Numbers 1:23,13
Numbers 1:25,13
Numbers 1:27,13
Numbers 1:29,13
Numbers 1:31,13
Numbers 1:33,13
Numbers 1:35,13
Numbers 1:37,13
Numbers 1:39,13
Numbers 1:41,13
Numbers 1:43,13
Numbers 3:17,13
Numbers 3:19,13
Numbers 6:8,13
Numbers 10:15,13
Numbers 11:35,13
Numbers 14:39,13
Numbers 16:4,13
Numbers 16:48,13
Numbers 19:11,13
Numbers 19:15,13
Numbers 20:25,13
Numbers 22:9,13
Numbers 24:5,13
Numbers 24:23,13
Numbers 25:12,13
Numbers 26:22,13
Numbers 26:25,13
Numbers 26:56,13
Numbers 26:61,13
Numbers 31:11,13
Numbers 31:35,13
Numbers 32:10,13
Numbers 32:18,13
Numbers 32:40,13
Numbers 33:11,13
Numbers 33:44,13
Numbers 33:47,13
Numbers 33:56,13
Numbers 34:22,13
Numbers 34:28,13
Numbers 35:13,13
Deuteronomy 1:14,13
Deuteronomy 3:7,13
Deuteronomy 11:15,13
Deuteronomy 11:16,13
Deuteronomy 12:13,13
Deuteronomy 14:4,13
Deuteronomy 22:18,13
Deuteronomy 24:2,13
Deuteronomy 26:6,13
Deuteronomy 28:28,13
Deuteronomy 32:16,13
Deuteronomy 32:23,13
Deuteronomy 33:4,13
Deuteronomy 34:12,13
Joshua 2:8,13
Joshua 4:1,13
Joshua 8:23,13
Joshua 9:3,13
Joshua 10:16,13
Joshua 10:29,13
Joshua 14:5,13
Joshua 14:13,13
Joshua 15:20,13
Joshua 15:44,13
Joshua 15:46,13
Joshua 15:51,13
Joshua 15:57,13
Joshua 19:6,13
Joshua 19:28,13
Joshua 19:30,13
Joshua 21:9,13
Joshua 21:26,13
Joshua 22:26,13
Joshua 24:28,13
Judges 3:11,13
Judges 3:30,13
Judges 4:4,13
Judges 5:1,13
Judges 6:7,13
Judges 7:6,13
Judges 7:23,13
Judges 8:13,13
Judges 8:17,13
Judges 9:12,13
Judges 10:2,13
Judges 10:3,13
Judges 11:6,13
Judges 20:11,13
Judges 20:21,13
Ruth 4:22,13
1 Samuel 8:4,13
1 Samuel 13:23,13
1 Samuel 14:8,13
1 Samuel 17:31,13
1 Samuel 18:15,13
1 Samuel 19:12,13
1 Samuel 30:18,13
2 Samuel 5:7,13
2 Samuel 5:18,13
2 Samuel 5:22,13
2 Samuel 6:1,13
2 Samuel 6:23,13
2 Samuel 8:15,13
2 Samuel 10:1,13
2 Samuel 12:26,13
2 Samuel 13:38,13
2 Samuel 14:1,13
2 Samuel 16:20,13
2 Samuel 20:20,13
2 Samuel 21:11,13
2 Samuel 21:21,13
2 Samuel 22:6,13
2 Samuel 22:19,13
2 Samuel 22:21,13
2 Samuel 22:28,13
2 Samuel 22:29,13
2 Samuel 22:40,13
2 Samuel 22:46,13
2 Samuel 22:48,13
2 Samuel 23:37,13
1 Kings 1:43,13
1 Kings 4:9,13
1 Kings 6:13,13
1 Kings 6:17,13
1 Kings 7:16,13
1 Kings 7:34,13
1 Kings 8:10,13
1 Kings 8:12,13
1 Kings 8:62,13
1 Kings 12:26,13
1 Kings 15:6,13
1 Kings 15:32,13
1 Kings 16:1,13
1 Kings 18:35,13
1 Kings 20:2,13
1 Kings 22:37,13
2 Kings 2:22,13
2 Kings 3:5,13
2 Kings 3:6,13
2 Kings 13:15,13
2 Kings 15:3,13
2 Kings 15:34,13
2 Kings 18:3,13
2 Kings 22:7,13
2 Kings 24:19,13
1 Chronicles 1:18,13
1 Chronicles 1:36,13
1 Chronicles 2:6,13
1 Chronicles 2:11,13
1 Chronicles 2:12,13
1 Chronicles 2:20,13
1 Chronicles 2:33,13
1 Chronicles 2:34,13
1 Chronicles 2:36,13
1 Chronicles 2:37,13
1 Chronicles 2:38,13
1 Chronicles 2:39,13
1 Chronicles 2:40,13
1 Chronicles 4:32,13
1 Chronicles 5:4,13
1 Chronicles 5:15,13
1 Chronicles 6:4,13
1 Chronicles 6:5,13
1 Chronicles 6:6,13
1 Chronicles 6:7,13
1 Chronicles 6:8,13
1 Chronicles 6:9,13
1 Chronicles 6:11,13
1 Chronicles 6:12,13
1 Chronicles 6:13,13
1 Chronicles 6:14,13
1 Chronicles 6:21,13
1 Chronicles 6:22,13
1 Chronicles 6:24,13
1 Chronicles 6:66,13
1 Chronicles 7:1,13
1 Chronicles 7:5,13
1 Chronicles 7:30,13
1 Chronicles 7:31,13
1 Chronicles 8:8,13
1 Chronicles 9:15,13
1 Chronicles 10:3,13
1 Chronicles 11:39,13
1 Chronicles 12:22,13
1 Chronicles 12:30,13
1 Chronicles 14:12,13
1 Chronicles 15:5,13
1 Chronicles 15:6,13
1 Chronicles 15:7,13
1 Chronicles 15:8,13
1 Chronicles 15:9,13
1 Chronicles 15:10,13
1 Chronicles 16:9,13
1 Chronicles 16:13,13
1 Chronicles 16:14,13
1 Chronicles 16:23,13
1 Chronicles 16:27,13
1 Chronicles 16:38,13
1 Chronicles 17:12,13
1 Chronicles 21:1,13
1 Chronicles 21:14,13
1 Chronicles 21:27,13
1 Chronicles 23:12,13
1 Chronicles 25:10,13
1 Chronicles 25:11,13
1 Chronicles 25:12,13
1 Chronicles 25:13,13
1 Chronicles 25:14,13
1 Chronicles 25:15,13
1 Chronicles 25:16,13
1 Chronicles 25:17,13
1 Chronicles 25:18,13
1 Chronicles 25:19,13
1 Chronicles 25:20,13
1 Chronicles 25:21,13
1 Chronicles 25:22,13
1 Chronicles 25:23,13
1 Chronicles 25:24,13
1 Chronicles 25:25,13
1 Chronicles 25:26,13
1 Chronicles 25:27,13
1 Chronicles 25:28,13
1 Chronicles 25:29,13
1 Chronicles 25:30,13
1 Chronicles 25:31,13
1 Chronicles 26:15,13
1 Chronicles 27:17,13
1 Chronicles 27:18,13
1 Chronicles 29:13,13
2 Chronicles 4:18,13
2 Chronicles 6:1,13
2 Chronicles 8:2,13
2 Chronicles 11:10,13
2 Chronicles 13:17,13
2 Chronicles 14:12,13
2 Chronicles 16:5,13
2 Chronicles 17:1,13
2 Chronicles 20:1,13
2 Chronicles 21:18,13
2 Chronicles 24:2,13
2 Chronicles 26:4,13
2 Chronicles 26:14,13
2 Chronicles 27:6,13
2 Chronicles 28:20,13
2 Chronicles 29:2,13
Ezra 2:58,13
Ezra 6:19,13
Ezra 8:14,13
Ezra 10:33,13
Ezra 10:43,13
Nehemiah 2:11,13
Nehemiah 3:28,13
Nehemiah 7:60,13
Nehemiah 10:14,13
Nehemiah 11:23,13
Nehemiah 12:11,13
Esther 9:32,13
Job 1:9,13
Job 3:1,13
Job 3:7,13
Job 3:17,13
Job 3:19,13
Job 3:22,13
Job 5:7,13
Job 6:18,13
Job 8:21,13
Job 9:25,13
Job 10:10,13
Job 10:12,13
Job 12:2,13
Job 12:12,13
Job 12:18,13
Job 12:25,13
Job 13:4,13
Job 13:5,13
Job 13:7,13
Job 13:17,13
Job 13:18,13
Job 13:25,13
Job 13:28,13
Job 14:10,13
Job 14:16,13
Job 15:6,13
Job 15:12,13
Job 15:19,13
Job 15:21,13
Job 16:7,13
Job 16:17,13
Job 16:20,13
Job 17:1,13
Job 18:3,13
Job 18:6,13
Job 18:17,13
Job 18:18,13
Job 19:6,13
Job 19:11,13
Job 19:17,13
Job 19:18,13
Job 20:10,13
Job 20:16,13
Job 21:2,13
Job 21:7,13
Job 21:8,13
Job 21:22,13
Job 21:25,13
Job 21:26,13
Job 22:5,13
Job 22:9,13
Job 22:15,13
Job 22:19,13
Job 22:22,13
Job 25:2,13
Job 26:3,13
Job 26:9,13
Job 26:13,13
Job 27:4,13
Job 27:20,13
Job 28:2,13
Job 28:5,13
Job 29:5,13
Job 29:9,13
Job 29:21,13
Job 30:13,13
Job 30:27,13
Job 30:30,13
Job 31:6,13
Job 31:11,13
Job 31:38,13
Job 32:17,13
Job 32:18,13
Job 33:17,13
Job 33:31,13
Job 34:8,13
Job 34:16,13
Job 34:22,13
Job 34:24,13
Job 34:26,13
Job 35:16,13
Job 36:22,13
Job 36:27,13
Job 36:29,13
Job 36:32,13
Job 36:33,13
Job 37:8,13
Job 37:9,13
Job 37:11,13
Job 37:14,13
Job 37:22,13
Job 38:10,13
Job 39:8,13
Job 39:17,13
Job 39:20,13
Job 39:29,13
Job 41:6,13
Job 41:7,13
Job 41:20,13
Job 42:14,13
Psalms 2:5,13
Psalms 5:5,13
Psalms 6:3,13
Psalms 7:10,13
Psalms 7:15,13
Psalms 9:8,13
Psalms 10:12,13
Psalms 12:3,13
Psalms 13:5,13
Psalms 14:6,13
Psalms 15:3,13
Psalms 18:5,13
Psalms 18:14,13
Psalms 18:18,13
Psalms 18:20,13
Psalms 18:28,13
Psalms 18:39,13
Psalms 18:45,13
Psalms 18:47,13
Psalms 19:2,13
Psalms 19:3,13
Psalms 21:2,13
Psalms 22:4,13
Psalms 22:7,13
Psalms 26:2,13
Psalms 29:2,13
Psalms 29:5,13
Psalms 29:6,13
Psalms 29:8,13
Psalms 30:2,13
Psalms 30:8,13
Psalms 31:6,13
Psalms 31:14,13
Psalms 33:5,13
Psalms 33:19,13
Psalms 33:21,13
Psalms 34:15,13
Psalms 35:1,13
Psalms 35:2,13
Psalms 35:6,13
Psalms 35:21,13
Psalms 36:1,13
Psalms 36:10,13
Psalms 37:1,13
Psalms 37:2,13
Psalms 37:6,13
Psalms 37:15,13
Psalms 37:17,13
Psalms 37:31,13
Psalms 37:32,13
Psalms 37:39,13
Psalms 38:5,13
Psalms 38:6,13
Psalms 44:7,13
Psalms 44:25,13
Psalms 45:3,13
Psalms 45:10,13
Psalms 46:8,13
Psalms 49:16,13
Psalms 51:11,13
Psalms 52:3,13
Psalms 54:4,13
Psalms 55:1,13
Psalms 58:7,13
Psalms 62:1,13
Psalms 62:11,13
Psalms 64:2,13
Psalms 64:8,13
Psalms 65:1,13
Psalms 65:3,13
Psalms 66:5,13
Psalms 66:14,13
Psalms 66:17,13
Psalms 67:3,13
Psalms 67:5,13
Psalms 68:26,13
Psalms 68:31,13
Psalms 69:10,13
Psalms 71:1,13
Psalms 71:7,13
Psalms 71:14,13
Psalms 72:14,13
Psalms 73:1,13
Psalms 73:15,13
Psalms 73:16,13
Psalms 73:18,13
Psalms 74:6,13
Psalms 77:17,13
Psalms 78:1,13
Psalms 78:11,13
Psalms 78:30,13
Psalms 78:47,13
Psalms 78:60,13
Psalms 78:66,13
Psalms 80:8,13
Psalms 80:9,13
Psalms 80:10,13
Psalms 81:11,13
Psalms 82:4,13
Psalms 83:6,13
Psalms 83:10,13
Psalms 84:8,13
Psalms 84:9,13
Psalms 85:2,13
Psalms 88:14,13
Psalms 89:9,13
Psalms 89:17,13
Psalms 89:34,13
Psalms 89:45,13
Psalms 90:7,13
Psalms 90:8,13
Psalms 90:12,13
Psalms 91:9,13
Psalms 91:11,13
Psalms 92:6,13
Psalms 92:13,13
Psalms 92:15,13
Psalms 93:2,13
Psalms 93:3,13
Psalms 94:1,13
Psalms 94:3,13
Psalms 95:2,13
Psalms 95:6,13
Psalms 96:2,13
Psalms 97:1,13
Psalms 97:2,13
Psalms 99:2,13
Psalms 102:11,13
Psalms 102:22,13
Psalms 103:2,13
Psalms 103:6,13
Psalms 103:7,13
Psalms 103:18,13
Psalms 103:19,13
Psalms 104:12,13
Psalms 104:17,13
Psalms 104:23,13
Psalms 104:34,13
Psalms 105:2,13
Psalms 105:6,13
Psalms 105:7,13
Psalms 105:18,13
Psalms 105:32,13
Psalms 106:22,13
Psalms 106:27,13
Psalms 107:3,13
Psalms 107:14,13
Psalms 107:27,13
Psalms 107:42,13
Psalms 109:2,13
Psalms 109:3,13
Psalms 109:22,13
Psalms 109:25,13
Psalms 111:7,13
Psalms 112:2,13
Psalms 113:8,13
Psalms 115:15,13
Psalms 116:4,13
Psalms 116:13,13
Psalms 118:4,13
Psalms 118:14,13
Psalms 119:17,13
Psalms 119:24,13
Psalms 119:36,13
Psalms 119:37,13
Psalms 119:40,13
Psalms 119:50,13
Psalms 119:91,13
Psalms 119:93,13
Psalms 119:97,13
Psalms 119:104,13
Psalms 119:109,13
Psalms 119:111,13
Psalms 119:122,13
Psalms 119:126,13
Psalms 119:127,13
Psalms 119:133,13
Psalms 119:152,13
Psalms 119:153,13
Psalms 119:165,13
Psalms 119:171,13
Psalms 119:172,13
Psalms 119:174,13
Psalms 120:1,13
Psalms 120:6,13
Psalms 121:3,13
Psalms 121:6,13
Psalms 121:7,13
Psalms 124:2,13
Psalms 125:4,13
Psalms 126:1,13
Psalms 131:3,13
Psalms 132:4,13
Psalms 132:7,13
Psalms 132:10,13
Psalms 132:13,13
Psalms 134:3,13
Psalms 136:7,13
Psalms 136:9,13
Psalms 136:12,13
Psalms 136:17,13
Psalms 137:4,13
Psalms 138:5,13
Psalms 140:2,13
Psalms 142:1,13
Psalms 142:2,13
Psalms 143:9,13
Psalms 145:5,13
Psalms 145:13,13
Psalms 145:20,13
Psalms 147:6,13
Psalms 147:15,13
Psalms 148:9,13
Psalms 149:6,13
Proverbs 1:15,13
Proverbs 1:16,13
Proverbs 1:25,13
Proverbs 1:29,13
Proverbs 2:4,13
Proverbs 2:6,13
Proverbs 2:9,13
Proverbs 2:12,13
Proverbs 3:6,13
Proverbs 3:8,13
Proverbs 3:13,13
Proverbs 3:22,13
Proverbs 3:29,13
Proverbs 4:7,13
Proverbs 4:17,13
Proverbs 4:21,13
Proverbs 4:24,13
Proverbs 5:1,13
Proverbs 5:5,13
Proverbs 5:14,13
Proverbs 5:15,13
Proverbs 7:3,13
Proverbs 7:4,13
Proverbs 7:21,13
Proverbs 8:17,13
Proverbs 8:23,13
Proverbs 8:31,13
Proverbs 8:32,13
Proverbs 10:2,13
Proverbs 11:31,13
Proverbs 12:16,13
Proverbs 12:17,13
Proverbs 13:6,13
Proverbs 14:5,13
Proverbs 14:25,13
Proverbs 14:30,13
Proverbs 15:1,13
Proverbs 15:5,13
Proverbs 15:14,13
Proverbs 15:26,13
Proverbs 15:32,13
Proverbs 15:33,13
Proverbs 17:23,13
Proverbs 18:16,13
Proverbs 19:3,13
Proverbs 19:4,13
Proverbs 19:15,13
Proverbs 19:28,13
Proverbs 20:6,13
Proverbs 21:3,13
Proverbs 21:24,13
Proverbs 21:25,13
Proverbs 21:28,13
Proverbs 22:10,13
Proverbs 22:20,13
Proverbs 23:2,13
Proverbs 23:12,13
Proverbs 23:14,13
Proverbs 23:20,13
Proverbs 23:23,13
Proverbs 23:26,13
Proverbs 23:33,13
Proverbs 24:8,13
Proverbs 24:9,13
Proverbs 24:19,13
Proverbs 24:27,13
Proverbs 25:4,13
Proverbs 27:4,13
Proverbs 27:15,13
Proverbs 27:16,13
Proverbs 29:8,13
Proverbs 29:16,13
Proverbs 30:7,13
Proverbs 31:2,13
Proverbs 31:7,13
Proverbs 31:12,13
Proverbs 31:19,13
Proverbs 31:24,13
Proverbs 31:26,13
Proverbs 31:28,13
Ecclesiastes 1:15,13
Ecclesiastes 2:25,13
Ecclesiastes 7:3,13
Ecclesiastes 7:19,13
Ecclesiastes 10:7,13
Ecclesiastes 11:1,13
Ecclesiastes 12:10,13
The Song of Songs 2:4,13
The Song of Songs 3:9,13
The Song of Songs 6:8,13
The Song of Songs 7:10,13
Isaiah 1:28,13
Isaiah 2:5,13
Isaiah 10:21,13
Isaiah 13:7,13
Isaiah 14:5,13
Isaiah 24:10,13
Isaiah 24:17,13
Isaiah 29:24,13
Isaiah 31:6,13
Isaiah 40:17,13
Isaiah 40:18,13
Isaiah 45:15,13
Isaiah 49:14,13
Isaiah 50:3,13
Isaiah 51:21,13
Isaiah 57:3,13
Jeremiah 5:20,13
Jeremiah 16:2,13
Jeremiah 26:22,13
Jeremiah 28:7,13
Jeremiah 28:17,13
Jeremiah 30:4,13
Jeremiah 30:22,13
Jeremiah 34:6,13
Jeremiah 48:3,13
Lamentations 3:4,13
Lamentations 3:28,13
Lamentations 3:33,13
Lamentations 3:39,13
Lamentations 3:40,13
Lamentations 3:41,13
Lamentations 3:43,13
Lamentations 3:44,13
Lamentations 3:60,13
Lamentations 5:10,13
Lamentations 5:15,13
Lamentations 5:19,13
Lamentations 5:22,13
Ezekiel 1:14,13
Ezekiel 6:2,13
Ezekiel 10:8,13
Ezekiel 19:13,13
Ezekiel 23:13,13
Ezekiel 23:26,13
Ezekiel 24:20,13
Ezekiel 24:26,13
Ezekiel 37:17,13
Ezekiel 39:12,13
Ezekiel 40:8,13
Daniel 1:14,13
Daniel 4:4,13
Daniel 10:10,13
Hosea 5:2,13
Hosea 6:7,13
Joel 2:15,13
Amos 2:5,13
Amos 2:16,13
Amos 5:21,13
Amos 7:5,13
Amos 8:1,13
Jonah 2:1,13
Jonah 2:10,13
Jonah 4:3,13
Micah 5:9,13
Micah 5:15,13
Nahum 1:1,13
Zephaniah 1:2,13
Haggai 2:11,13
Zechariah 1:5,13
Zechariah 4:4,13
Zechariah 4:5,13
Zechariah 4:13,13
Zechariah 6:2,13
Zechariah 7:4,13
Zechariah 11:4,13
Matthew 2:3,13
Matthew 3:1,13
Matthew 4:12,13
Matthew 5:9,13
Matthew 5:31,13
Matthew 5:41,13
Matthew 6:9,13
Matthew 7:28,13
Matthew 9:34,13
Matthew 13:7,13
Matthew 13:45,13
Matthew 14:17,13
Matthew 14:21,13
Matthew 14:25,13
Matthew 15:9,13
Matthew 15:25,13
Matthew 16:5,13
Matthew 16:16,13
Matthew 18:22,13
Matthew 20:9,13
Matthew 20:27,13
Matthew 21:35,13
Matthew 21:37,13
Matthew 21:39,13
Matthew 23:7,13
Matthew 24:20,13
Matthew 24:35,13
Matthew 24:46,13
Matthew 25:12,13
Matthew 25:13,13
Matthew 25:46,13
Matthew 26:6,13
Matthew 26:8,13
Matthew 26:16,13
Matthew 26:30,13
Matthew 26:32,13
Matthew 26:49,13
Matthew 26:72,13
Matthew 27:10,13
